city_st,place_name,state_name,state_abbrev,population,state_fips,place_fips,NAME,place_name_raw
"Lawrenceville, GA",Lawrenceville,Georgia,GA,30626,13,45488,"Lawrenceville city, Georgia",Lawrenceville city
"Mableton, GA",Mableton,Georgia,GA,42403,13,48288,"Mableton CDP, Georgia",Mableton CDP
"McDonough, GA",McDonough,Georgia,GA,30056,13,48624,"McDonough city, Georgia",McDonough city
"Macon-Bibb County, GA",Macon-Bibb County,Georgia,GA,156543,13,49008,"Macon-Bibb County, Georgia",Macon-Bibb County
"Marietta, GA",Marietta,Georgia,GA,61773,13,49756,"Marietta city, Georgia",Marietta city
"Martinez, GA",Martinez,Georgia,GA,33019,13,50036,"Martinez CDP, Georgia",Martinez CDP
"Milton, GA",Milton,Georgia,GA,41305,13,51670,"Milton city, Georgia",Milton city
"Newnan, GA",Newnan,Georgia,GA,43510,13,55020,"Newnan city, Georgia",Newnan city
"Peachtree, GA",Peachtree,Georgia,GA,38977,13,59724,"Peachtree City city, Georgia",Peachtree City city
"Peachtree Corners, GA",Peachtree Corners,Georgia,GA,42184,13,59735,"Peachtree Corners city, Georgia",Peachtree Corners city
"Perry, GA",Perry,Georgia,GA,22243,13,60340,"Perry city, Georgia",Perry city
"Pooler, GA",Pooler,Georgia,GA,27235,13,62104,"Pooler city, Georgia",Pooler city
"Redan, GA",Redan,Georgia,GA,30426,13,63952,"Redan CDP, Georgia",Redan CDP
"Rome, GA",Rome,Georgia,GA,37754,13,66668,"Rome city, Georgia",Rome city
"Roswell, GA",Roswell,Georgia,GA,92577,13,67284,"Roswell city, Georgia",Roswell city
"Sandy Springs, GA",Sandy Springs,Georgia,GA,107198,13,68516,"Sandy Springs city, Georgia",Sandy Springs city
"Savannah, GA",Savannah,Georgia,GA,147546,13,69000,"Savannah city, Georgia",Savannah city
"Smyrna, GA",Smyrna,Georgia,GA,56285,13,71492,"Smyrna city, Georgia",Smyrna city
"Snellville, GA",Snellville,Georgia,GA,21203,13,71604,"Snellville city, Georgia",Snellville city
"South Fulton, GA",South Fulton,Georgia,GA,109157,13,72122,"South Fulton city, Georgia",South Fulton city
"Statesboro, GA",Statesboro,Georgia,GA,33705,13,73256,"Statesboro city, Georgia",Statesboro city
"Stockbridge, GA",Stockbridge,Georgia,GA,35475,13,73704,"Stockbridge city, Georgia",Stockbridge city
"Stonecrest, GA",Stonecrest,Georgia,GA,59917,13,73784,"Stonecrest city, Georgia",Stonecrest city
"Sugar Hill, GA",Sugar Hill,Georgia,GA,25285,13,74180,"Sugar Hill city, Georgia",Sugar Hill city
"Suwanee, GA",Suwanee,Georgia,GA,21811,13,74936,"Suwanee city, Georgia",Suwanee city
"Tucker, GA",Tucker,Georgia,GA,37022,13,77652,"Tucker city, Georgia",Tucker city
"Union, GA",Union,Georgia,GA,27300,13,78324,"Union City city, Georgia",Union City city
"Valdosta, GA",Valdosta,Georgia,GA,55222,13,78800,"Valdosta city, Georgia",Valdosta city
"Warner Robins, GA",Warner Robins,Georgia,GA,81438,13,80508,"Warner Robins city, Georgia",Warner Robins city
"Woodstock, GA",Woodstock,Georgia,GA,36297,13,84176,"Woodstock city, Georgia",Woodstock city
"East Honolulu, HI",East Honolulu,Hawaii,HI,50961,15,06290,"East Honolulu CDP, Hawaii",East Honolulu CDP
"Ewa Gentry, HI",Ewa Gentry,Hawaii,HI,26738,15,07470,"Ewa Gentry CDP, Hawaii",Ewa Gentry CDP
"Hilo, HI",Hilo,Hawaii,HI,48223,15,14650,"Hilo CDP, Hawaii",Hilo CDP
"Kahului, HI",Kahului,Hawaii,HI,27068,15,22700,"Kahului CDP, Hawaii",Kahului CDP
"Kailua (Hawaii County), HI",Kailua (Hawaii County),Hawaii,HI,21851,15,23000,"Kailua CDP (Hawaii County), Hawaii",Kailua CDP (Hawaii County)
"Kailua (Honolulu County), HI",Kailua (Honolulu County),Hawaii,HI,39762,15,23150,"Kailua CDP (Honolulu County), Hawaii",Kailua CDP (Honolulu County)
"Kaneohe, HI",Kaneohe,Hawaii,HI,35945,15,28250,"Kaneohe CDP, Hawaii",Kaneohe CDP
"Kapolei, HI",Kapolei,Hawaii,HI,23033,15,30300,"Kapolei CDP, Hawaii",Kapolei CDP
"Kihei, HI",Kihei,Hawaii,HI,22564,15,36500,"Kihei CDP, Hawaii",Kihei CDP
"Makakilo, HI",Makakilo,Hawaii,HI,20372,15,47600,"Makakilo CDP, Hawaii",Makakilo CDP
"Mililani Mauka, HI",Mililani Mauka,Hawaii,HI,21967,15,51000,"Mililani Mauka CDP, Hawaii",Mililani Mauka CDP
"Mililani, HI",Mililani,Hawaii,HI,27495,15,51050,"Mililani Town CDP, Hawaii",Mililani Town CDP
"Pearl, HI",Pearl,Hawaii,HI,45079,15,62600,"Pearl City CDP, Hawaii",Pearl City CDP
"Urban Honolulu, HI",Urban Honolulu,Hawaii,HI,346323,15,71550,"Urban Honolulu CDP, Hawaii",Urban Honolulu CDP
"Waipahu, HI",Waipahu,Hawaii,HI,39871,15,79700,"Waipahu CDP, Hawaii",Waipahu CDP
"Boise, ID",Boise,Idaho,ID,235701,16,08830,"Boise City city, Idaho",Boise City city
"Caldwell, ID",Caldwell,Idaho,ID,63465,16,12250,"Caldwell city, Idaho",Caldwell city
"Coeur d'Alene, ID",Coeur d'Alene,Idaho,ID,55558,16,16750,"Coeur d'Alene city, Idaho",Coeur d'Alene city
"Eagle, ID",Eagle,Idaho,ID,31490,16,23410,"Eagle city, Idaho",Eagle city
"Idaho Falls, ID",Idaho Falls,Idaho,ID,66672,16,39700,"Idaho Falls city, Idaho",Idaho Falls city
"Kuna, ID",Kuna,Idaho,ID,25960,16,44290,"Kuna city, Idaho",Kuna city
"Lewiston, ID",Lewiston,Idaho,ID,34471,16,46540,"Lewiston city, Idaho",Lewiston city
"Meridian, ID",Meridian,Idaho,ID,124865,16,52120,"Meridian city, Idaho",Meridian city
"Moscow, ID",Moscow,Idaho,ID,25868,16,54550,"Moscow city, Idaho",Moscow city
"Nampa, ID",Nampa,Idaho,ID,106289,16,56260,"Nampa city, Idaho",Nampa city
"Pocatello, ID",Pocatello,Idaho,ID,57152,16,64090,"Pocatello city, Idaho",Pocatello city
"Post Falls, ID",Post Falls,Idaho,ID,41716,16,64810,"Post Falls city, Idaho",Post Falls city
"Rexburg, ID",Rexburg,Idaho,ID,39589,16,67420,"Rexburg city, Idaho",Rexburg city
"Twin Falls, ID",Twin Falls,Idaho,ID,53219,16,82810,"Twin Falls city, Idaho",Twin Falls city
"Addison, IL",Addison,Illinois,IL,35470,17,00243,"Addison village, Illinois",Addison village
"Algonquin, IL",Algonquin,Illinois,IL,29904,17,00685,"Algonquin village, Illinois",Algonquin village
"Alton, IL",Alton,Illinois,IL,25430,17,01114,"Alton city, Illinois",Alton city
"Arlington Heights, IL",Arlington Heights,Illinois,IL,76220,17,02154,"Arlington Heights village, Illinois",Arlington Heights village
"Aurora, IL",Aurora,Illinois,IL,179867,17,03012,"Aurora city, Illinois",Aurora city
"Bartlett, IL",Bartlett,Illinois,IL,40531,17,04013,"Bartlett village, Illinois",Bartlett village
"Batavia, IL",Batavia,Illinois,IL,26730,17,04078,"Batavia city, Illinois",Batavia city
"Belleville, IL",Belleville,Illinois,IL,41722,17,04845,"Belleville city, Illinois",Belleville city
"Belvidere, IL",Belvidere,Illinois,IL,24510,17,05092,"Belvidere city, Illinois",Belvidere city
"Berwyn, IL",Berwyn,Illinois,IL,55888,17,05573,"Berwyn city, Illinois",Berwyn city
"Bloomingdale, IL",Bloomingdale,Illinois,IL,22388,17,06587,"Bloomingdale village, Illinois",Bloomingdale village
"Bloomington, IL",Bloomington,Illinois,IL,78703,17,06613,"Bloomington city, Illinois",Bloomington city
"Blue Island, IL",Blue Island,Illinois,IL,23416,17,06704,"Blue Island city, Illinois",Blue Island city
"Bolingbrook, IL",Bolingbrook,Illinois,IL,73813,17,07133,"Bolingbrook village, Illinois",Bolingbrook village
"Buffalo Grove, IL",Buffalo Grove,Illinois,IL,42824,17,09447,"Buffalo Grove village, Illinois",Buffalo Grove village
"Burbank, IL",Burbank,Illinois,IL,28822,17,09642,"Burbank city, Illinois",Burbank city
"Calumet, IL",Calumet,Illinois,IL,35253,17,10487,"Calumet City city, Illinois",Calumet City city
"Carbondale, IL",Carbondale,Illinois,IL,21813,17,11163,"Carbondale city, Illinois",Carbondale city
"Carol Stream, IL",Carol Stream,Illinois,IL,39427,17,11332,"Carol Stream village, Illinois",Carol Stream village
"Carpentersville, IL",Carpentersville,Illinois,IL,37544,17,11358,"Carpentersville village, Illinois",Carpentersville village
"Champaign, IL",Champaign,Illinois,IL,88822,17,12385,"Champaign city, Illinois",Champaign city
"Chicago, IL",Chicago,Illinois,IL,2707648,17,14000,"Chicago city, Illinois",Chicago city
"Chicago Heights, IL",Chicago Heights,Illinois,IL,26938,17,14026,"Chicago Heights city, Illinois",Chicago Heights city
"Cicero, IL",Cicero,Illinois,IL,83223,17,14351,"Cicero town, Illinois",Cicero town
"Collinsville, IL",Collinsville,Illinois,IL,24126,17,15599,"Collinsville city, Illinois",Collinsville city
"Crystal Lake, IL",Crystal Lake,Illinois,IL,40436,17,17887,"Crystal Lake city, Illinois",Crystal Lake city
"Danville, IL",Danville,Illinois,IL,28663,17,18563,"Danville city, Illinois",Danville city
"Darien, IL",Darien,Illinois,IL,21855,17,18628,"Darien city, Illinois",Darien city
"Decatur, IL",Decatur,Illinois,IL,70368,17,18823,"Decatur city, Illinois",Decatur city
"DeKalb, IL",DeKalb,Illinois,IL,40464,17,19161,"DeKalb city, Illinois",DeKalb city
"Des Plaines, IL",Des Plaines,Illinois,IL,59408,17,19642,"Des Plaines city, Illinois",Des Plaines city
"Dolton, IL",Dolton,Illinois,IL,20979,17,20292,"Dolton village, Illinois",Dolton village
"Downers Grove, IL",Downers Grove,Illinois,IL,49867,17,20591,"Downers Grove village, Illinois",Downers Grove village
"East Moline, IL",East Moline,Illinois,IL,20837,17,22073,"East Moline city, Illinois",East Moline city
"East Peoria, IL",East Peoria,Illinois,IL,22485,17,22164,"East Peoria city, Illinois",East Peoria city
"Edwardsville, IL",Edwardsville,Illinois,IL,26543,17,22697,"Edwardsville city, Illinois",Edwardsville city
"Elgin, IL",Elgin,Illinois,IL,114106,17,23074,"Elgin city, Illinois",Elgin city
"Elk Grove, IL",Elk Grove,Illinois,IL,32132,17,23256,"Elk Grove Village village, Illinois",Elk Grove Village village
"Elmhurst, IL",Elmhurst,Illinois,IL,45538,17,23620,"Elmhurst city, Illinois",Elmhurst city
"Elmwood Park, IL",Elmwood Park,Illinois,IL,23982,17,23724,"Elmwood Park village, Illinois",Elmwood Park village
"Evanston, IL",Evanston,Illinois,IL,76552,17,24582,"Evanston city, Illinois",Evanston city
"Frankfort, IL",Frankfort,Illinois,IL,20417,17,27624,"Frankfort village, Illinois",Frankfort village
"Freeport, IL",Freeport,Illinois,IL,23636,17,27884,"Freeport city, Illinois",Freeport city
"Galesburg, IL",Galesburg,Illinois,IL,29653,17,28326,"Galesburg city, Illinois",Galesburg city
"Geneva, IL",Geneva,Illinois,IL,21299,17,28872,"Geneva city, Illinois",Geneva city
"Glendale Heights, IL",Glendale Heights,Illinois,IL,32864,17,29730,"Glendale Heights village, Illinois",Glendale Heights village
"Glen Ellyn, IL",Glen Ellyn,Illinois,IL,28270,17,29756,"Glen Ellyn village, Illinois",Glen Ellyn village
"Glenview, IL",Glenview,Illinois,IL,47682,17,29938,"Glenview village, Illinois",Glenview village
"Granite, IL",Granite,Illinois,IL,26670,17,30926,"Granite City city, Illinois",Granite City city
"Grayslake, IL",Grayslake,Illinois,IL,20707,17,31121,"Grayslake village, Illinois",Grayslake village
"Gurnee, IL",Gurnee,Illinois,IL,30486,17,32018,"Gurnee village, Illinois",Gurnee village
"Hanover Park, IL",Hanover Park,Illinois,IL,36850,17,32746,"Hanover Park village, Illinois",Hanover Park village
"Highland Park, IL",Highland Park,Illinois,IL,30229,17,34722,"Highland Park city, Illinois",Highland Park city
"Hoffman Estates, IL",Hoffman Estates,Illinois,IL,51186,17,35411,"Hoffman Estates village, Illinois",Hoffman Estates village
"Homer Glen, IL",Homer Glen,Illinois,IL,24516,17,35835,"Homer Glen village, Illinois",Homer Glen village
"Huntley, IL",Huntley,Illinois,IL,27859,17,36750,"Huntley village, Illinois",Huntley village
"Joliet, IL",Joliet,Illinois,IL,149785,17,38570,"Joliet city, Illinois",Joliet city
"Kankakee, IL",Kankakee,Illinois,IL,24384,17,38934,"Kankakee city, Illinois",Kankakee city
"Lake in the Hills, IL",Lake in the Hills,Illinois,IL,28853,17,41183,"Lake in the Hills village, Illinois",Lake in the Hills village
"Lansing, IL",Lansing,Illinois,IL,28415,17,42028,"Lansing village, Illinois",Lansing village
"Libertyville, IL",Libertyville,Illinois,IL,20493,17,43250,"Libertyville village, Illinois",Libertyville village
"Lisle, IL",Lisle,Illinois,IL,23413,17,43939,"Lisle village, Illinois",Lisle village
"Lockport, IL",Lockport,Illinois,IL,26228,17,44225,"Lockport city, Illinois",Lockport city
"Lombard, IL",Lombard,Illinois,IL,43722,17,44407,"Lombard village, Illinois",Lombard village
"Loves Park, IL",Loves Park,Illinois,IL,23185,17,45031,"Loves Park city, Illinois",Loves Park city
"McHenry, IL",McHenry,Illinois,IL,27774,17,45694,"McHenry city, Illinois",McHenry city
"Machesney Park, IL",Machesney Park,Illinois,IL,22744,17,45726,"Machesney Park village, Illinois",Machesney Park village
"Maywood, IL",Maywood,Illinois,IL,23173,17,47774,"Maywood village, Illinois",Maywood village
"Melrose Park, IL",Melrose Park,Illinois,IL,24513,17,48242,"Melrose Park village, Illinois",Melrose Park village
"Moline, IL",Moline,Illinois,IL,42235,17,49867,"Moline city, Illinois",Moline city
"Montgomery, IL",Montgomery,Illinois,IL,21205,17,50218,"Montgomery village, Illinois",Montgomery village
"Morton Grove, IL",Morton Grove,Illinois,IL,24687,17,50647,"Morton Grove village, Illinois",Morton Grove village
"Mount Prospect, IL",Mount Prospect,Illinois,IL,55648,17,51089,"Mount Prospect village, Illinois",Mount Prospect village
"Mundelein, IL",Mundelein,Illinois,IL,31632,17,51349,"Mundelein village, Illinois",Mundelein village
"Naperville, IL",Naperville,Illinois,IL,149424,17,51622,"Naperville city, Illinois",Naperville city
"New Lenox, IL",New Lenox,Illinois,IL,27456,17,52584,"New Lenox village, Illinois",New Lenox village
"Niles, IL",Niles,Illinois,IL,30262,17,53000,"Niles village, Illinois",Niles village
"Normal, IL",Normal,Illinois,IL,52908,17,53234,"Normal town, Illinois",Normal town
"Northbrook, IL",Northbrook,Illinois,IL,34642,17,53481,"Northbrook village, Illinois",Northbrook village
"North Chicago, IL",North Chicago,Illinois,IL,30772,17,53559,"North Chicago city, Illinois",North Chicago city
"Oak Forest, IL",Oak Forest,Illinois,IL,26888,17,54638,"Oak Forest city, Illinois",Oak Forest city
"Oak Lawn, IL",Oak Lawn,Illinois,IL,57098,17,54820,"Oak Lawn village, Illinois",Oak Lawn village
"Oak Park, IL",Oak Park,Illinois,IL,53315,17,54885,"Oak Park village, Illinois",Oak Park village
"O'Fallon, IL",O'Fallon,Illinois,IL,32139,17,55249,"O'Fallon city, Illinois",O'Fallon city
"Orland Park, IL",Orland Park,Illinois,IL,57961,17,56640,"Orland Park village, Illinois",Orland Park village
"Oswego, IL",Oswego,Illinois,IL,35463,17,56887,"Oswego village, Illinois",Oswego village
"Palatine, IL",Palatine,Illinois,IL,66548,17,57225,"Palatine village, Illinois",Palatine village
"Park Forest, IL",Park Forest,Illinois,IL,20898,17,57732,"Park Forest village, Illinois",Park Forest village
"Park Ridge, IL",Park Ridge,Illinois,IL,39241,17,57875,"Park Ridge city, Illinois",Park Ridge city
"Pekin, IL",Pekin,Illinois,IL,31812,17,58447,"Pekin city, Illinois",Pekin city
"Peoria, IL",Peoria,Illinois,IL,112126,17,59000,"Peoria city, Illinois",Peoria city
"Plainfield, IL",Plainfield,Illinois,IL,45705,17,60287,"Plainfield village, Illinois",Plainfield village
"Quincy, IL",Quincy,Illinois,IL,39188,17,62367,"Quincy city, Illinois",Quincy city
"Rockford, IL",Rockford,Illinois,IL,147649,17,65000,"Rockford city, Illinois",Rockford city
"Rock Island, IL",Rock Island,Illinois,IL,36758,17,65078,"Rock Island city, Illinois",Rock Island city
"Rolling Meadows, IL",Rolling Meadows,Illinois,IL,23981,17,65338,"Rolling Meadows city, Illinois",Rolling Meadows city
"Romeoville, IL",Romeoville,Illinois,IL,40996,17,65442,"Romeoville village, Illinois",Romeoville village
"Roselle, IL",Roselle,Illinois,IL,22731,17,65806,"Roselle village, Illinois",Roselle village
"Round Lake Beach, IL",Round Lake Beach,Illinois,IL,27081,17,66040,"Round Lake Beach village, Illinois",Round Lake Beach village
"St. Charles, IL",St. Charles,Illinois,IL,32733,17,66703,"St. Charles city, Illinois",St. Charles city
"Schaumburg, IL",Schaumburg,Illinois,IL,76780,17,68003,"Schaumburg village, Illinois",Schaumburg village
"Skokie, IL",Skokie,Illinois,IL,66427,17,70122,"Skokie village, Illinois",Skokie village
"South Elgin, IL",South Elgin,Illinois,IL,23984,17,70720,"South Elgin village, Illinois",South Elgin village
"South Holland, IL",South Holland,Illinois,IL,21016,17,70850,"South Holland village, Illinois",South Holland village
"Springfield, IL",Springfield,Illinois,IL,113714,17,72000,"Springfield city, Illinois",Springfield city
"Streamwood, IL",Streamwood,Illinois,IL,39055,17,73157,"Streamwood village, Illinois",Streamwood village
"Tinley Park, IL",Tinley Park,Illinois,IL,55007,17,75484,"Tinley Park village, Illinois",Tinley Park village
"Urbana, IL",Urbana,Illinois,IL,38447,17,77005,"Urbana city, Illinois",Urbana city
"Vernon Hills, IL",Vernon Hills,Illinois,IL,26772,17,77694,"Vernon Hills village, Illinois",Vernon Hills village
"Villa Park, IL",Villa Park,Illinois,IL,22456,17,77993,"Villa Park village, Illinois",Villa Park village
"Waukegan, IL",Waukegan,Illinois,IL,88919,17,79293,"Waukegan city, Illinois",Waukegan city
"West Chicago, IL",West Chicago,Illinois,IL,25434,17,80060,"West Chicago city, Illinois",West Chicago city
"Westmont, IL",Westmont,Illinois,IL,24201,17,80645,"Westmont village, Illinois",Westmont village
"Wheaton, IL",Wheaton,Illinois,IL,53453,17,81048,"Wheaton city, Illinois",Wheaton city
"Wheeling, IL",Wheeling,Illinois,IL,38495,17,81087,"Wheeling village, Illinois",Wheeling village
"Wilmette, IL",Wilmette,Illinois,IL,27550,17,82075,"Wilmette village, Illinois",Wilmette village
"Woodridge, IL",Woodridge,Illinois,IL,33889,17,83245,"Woodridge village, Illinois",Woodridge village
"Woodstock, IL",Woodstock,Illinois,IL,26316,17,83349,"Woodstock city, Illinois",Woodstock city
"Yorkville, IL",Yorkville,Illinois,IL,22350,17,84038,"Yorkville city, Illinois",Yorkville city
"Zion, IL",Zion,Illinois,IL,24466,17,84220,"Zion city, Illinois",Zion city
"Anderson, IN",Anderson,Indiana,IN,54930,18,01468,"Anderson city, Indiana",Anderson city
"Avon, IN",Avon,Indiana,IN,22683,18,02908,"Avon town, Indiana",Avon town
"Bloomington, IN",Bloomington,Indiana,IN,78791,18,05860,"Bloomington city, Indiana",Bloomington city
"Brownsburg, IN",Brownsburg,Indiana,IN,30310,18,08416,"Brownsburg town, Indiana",Brownsburg town
"Carmel, IN",Carmel,Indiana,IN,100501,18,10342,"Carmel city, Indiana",Carmel city
"Clarksville, IN",Clarksville,Indiana,IN,22121,18,12934,"Clarksville town, Indiana",Clarksville town
"Columbus, IN",Columbus,Indiana,IN,51104,18,14734,"Columbus city, Indiana",Columbus city
"Crown Point, IN",Crown Point,Indiana,IN,34042,18,16138,"Crown Point city, Indiana",Crown Point city
"East Chicago, IN",East Chicago,Indiana,IN,26158,18,19486,"East Chicago city, Indiana",East Chicago city
"Elkhart, IN",Elkhart,Indiana,IN,53726,18,20728,"Elkhart city, Indiana",Elkhart city
"Evansville, IN",Evansville,Indiana,IN,116441,18,22000,"Evansville city, Indiana",Evansville city
"Fishers, IN",Fishers,Indiana,IN,100918,18,23278,"Fishers city, Indiana",Fishers city
"Fort Wayne, IN",Fort Wayne,Indiana,IN,266235,18,25000,"Fort Wayne city, Indiana",Fort Wayne city
"Franklin, IN",Franklin,Indiana,IN,25999,18,25450,"Franklin city, Indiana",Franklin city
"Gary, IN",Gary,Indiana,IN,68604,18,27000,"Gary city, Indiana",Gary city
"Goshen, IN",Goshen,Indiana,IN,34374,18,28386,"Goshen city, Indiana",Goshen city
"Granger, IN",Granger,Indiana,IN,30279,18,28800,"Granger CDP, Indiana",Granger CDP
"Greenfield, IN",Greenfield,Indiana,IN,24308,18,29520,"Greenfield city, Indiana",Greenfield city
"Greenwood, IN",Greenwood,Indiana,IN,64237,18,29898,"Greenwood city, Indiana",Greenwood city
"Hammond, IN",Hammond,Indiana,IN,77098,18,31000,"Hammond city, Indiana",Hammond city
